entity,fact,text
ribulose bisphosphate,Ribulose bisphosphate can be consumed by the catalytic reaction with CO2 and Mg2+ in the presence of ribulose bisphosphate carboxylase/oxygenase.,Entity: ribulose bisphosphate. SMILES: O=C(CO)[C@H](O)[C@H](O)CO.O=P(O)(O)O.O=P(O)(O)O. Ribulose bisphosphate can be consumed by the catalytic reaction with CO2 and Mg2+ in the presence of ribulose bisphosphate carboxylase/oxygenase.
ribulose bisphosphate,Ribulose bisphosphate increases the extent of activation of inactive ribulose bisphosphate carboxylase and does not inhibit its rate of activation.,Entity: ribulose bisphosphate. SMILES: O=C(CO)[C@H](O)[C@H](O)CO.O=P(O)(O)O.O=P(O)(O)O. Ribulose bisphosphate increases the extent of activation of inactive ribulose bisphosphate carboxylase and does not inhibit its rate of activation.
6-phosphogluconate,6-phosphogluconate has little effect on the active ribulose bisphosphate carboxylase but increases the extent of activation of the inactive enzyme.,Entity: 6-phosphogluconate. SMILES: O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O. 6-phosphogluconate has little effect on the active ribulose bisphosphate carboxylase but increases the extent of activation of the inactive enzyme.
2-phosphoglycolic acid,"2-phosphoglycolic acid stimulates the extent of activation of ribulose bisphosphate carboxylase, potentially through its role as a reaction product.","Entity: 2-phosphoglycolic acid. SMILES: O=C(O)COP(=O)(O)O. 2-phosphoglycolic acid stimulates the extent of activation of ribulose bisphosphate carboxylase, potentially through its role as a reaction product."
CO2,CO2 activates ribulose bisphosphate carboxylase with an equilibrium constant of 600 µM and a second-order activation constant (k+1) of 0.25 × 10⁻⁳ min⁻¹ µM⁻¹.,Entity: CO2. SMILES: O=C=O. CO2 activates ribulose bisphosphate carboxylase with an equilibrium constant of 600 µM and a second-order activation constant (k+1) of 0.25 × 10⁻⁳ min⁻¹ µM⁻¹.
6-phosphogluconate,The presence of 6-phosphogluconate during the assay causes little inhibition of the reaction with inactive ribulose bisphosphate carboxylase from R. rubrum.,Entity: 6-phosphogluconate. SMILES: O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O. The presence of 6-phosphogluconate during the assay causes little inhibition of the reaction with inactive ribulose bisphosphate carboxylase from R. rubrum.
ribulose bisphosphate,Ribulose bisphosphate inhibits the activation rate of inactivated ribulose bisphosphate carboxylase from spinach and soya bean in an inversely related manner to its concentration.,Entity: ribulose bisphosphate. SMILES: O=C(CO)[C@H](O)[C@H](O)CO.O=P(O)(O)O.O=P(O)(O)O. Ribulose bisphosphate inhibits the activation rate of inactivated ribulose bisphosphate carboxylase from spinach and soya bean in an inversely related manner to its concentration.
ribulose bisphosphate,"In inactive ribulose bisphosphate carboxylase from R. rubrum, the reaction rate during incubation is directly and hyperbolically related to ribulose bisphosphate concentration.","Entity: ribulose bisphosphate. SMILES: O=C(CO)[C@H](O)[C@H](O)CO.O=P(O)(O)O.O=P(O)(O)O. In inactive ribulose bisphosphate carboxylase from R. rubrum, the reaction rate during incubation is directly and hyperbolically related to ribulose bisphosphate concentration."
Glutaminase,"Kidney mitochondria contain more than one isoenzyme of glutaminase, and these isoenzymes have different sensitivities to phosphate.","Entity: Glutaminase. Kidney mitochondria contain more than one isoenzyme of glutaminase, and these isoenzymes have different sensitivities to phosphate."
Glutaminase,"Glutaminase is present in both mitochondrial and cytosolic fractions of rat kidney, with mitochondrial glutaminase being more sensitive to phosphate supplementation regardless of sonication or acidosis.","Entity: Glutaminase. Glutaminase is present in both mitochondrial and cytosolic fractions of rat kidney, with mitochondrial glutaminase being more sensitive to phosphate supplementation regardless of sonication or acidosis."
aspartate,Aspartate accumulates to high levels in the proximal convoluted and straight tubules of the kidney after administration as a glomerular filtrate load.,Entity: aspartate. SMILES: N[C@@H](CC(=O)[O-])C(=O)[O-]. Aspartate accumulates to high levels in the proximal convoluted and straight tubules of the kidney after administration as a glomerular filtrate load.
glutamate,Glutamate accumulates to high levels in the proximal convoluted and straight tubules of the kidney after administration as a glomerular filtrate load.,Entity: glutamate. SMILES: N[C@@H](CCC(=O)[O-])C(=O)[O-]. Glutamate accumulates to high levels in the proximal convoluted and straight tubules of the kidney after administration as a glomerular filtrate load.
Glutamine,Glutamine accumulates to a high degree in the proximal straight tubule of the kidney after administration as a glomerular filtrate load.,Entity: Glutamine. SMILES: NC(=O)CC[C@H](N)C(=O)O. Glutamine accumulates to a high degree in the proximal straight tubule of the kidney after administration as a glomerular filtrate load.
oxygen,The oxygen requirements for 14CO2 formation in rat kidney cortical tubular fragments cannot be calculated from the total CO2 formation when using endogenous substrates without single-carbon labelled substrates.,Entity: oxygen. SMILES: [O]. The oxygen requirements for 14CO2 formation in rat kidney cortical tubular fragments cannot be calculated from the total CO2 formation when using endogenous substrates without single-carbon labelled substrates.
glucose,"In rat kidney cortical tubular fragments, C-2 and C-3 atoms from exogenous single-carbon labelled substrates are incorporated into newly formed glucose to a higher extent than carboxyl groups.","Entity: glucose. SMILES: O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO. In rat kidney cortical tubular fragments, C-2 and C-3 atoms from exogenous single-carbon labelled substrates are incorporated into newly formed glucose to a higher extent than carboxyl groups."
L-iso-leucine,L-iso-leucine shares a reabsorption mechanism with L-methionine and L-phenylalanine in the rat proximal tubule.,Entity: L-iso-leucine. SMILES: CC[C@H](C)[C@H](N)C(=O)O. L-iso-leucine shares a reabsorption mechanism with L-methionine and L-phenylalanine in the rat proximal tubule.
D-methionine,"D-methionine is reabsorbed in the rat proximal tubule via a saturable system with a Km of 23 mM, which has much lower affinity than L-methionine.","Entity: D-methionine. SMILES: CSCC[C@@H](N)C(=O)O. D-methionine is reabsorbed in the rat proximal tubule via a saturable system with a Km of 23 mM, which has much lower affinity than L-methionine."
L-lysine,L-lysine and L-arginine compete for specific receptors located at the luminal membrane of the rat proximal tubule.,Entity: L-lysine. SMILES: NCCCC[C@H](N)C(=O)O. L-lysine and L-arginine compete for specific receptors located at the luminal membrane of the rat proximal tubule.
L-arginine,L-arginine reabsorption in the rat proximal tubule is a saturable process with an optimal methylene group count of 3 to 4 in certain derivatives for inhibition.,Entity: L-arginine. SMILES: N=C(N)NCCC[C@H](N)C(=O)O. L-arginine reabsorption in the rat proximal tubule is a saturable process with an optimal methylene group count of 3 to 4 in certain derivatives for inhibition.
L-arginine,"The reabsorption of L-arginine in the rat proximal tubule can be inhibited by cycloleucine and some L-arginine derivatives with the structure -OOC -- CH (N+H3) -- (CH2)x -- N+H (R1) -- R2, where x is 3 to 4 and R1 and R2 permit ionization of the vicinal nitrogen.","Entity: L-arginine. SMILES: N=C(N)NCCC[C@H](N)C(=O)O. The reabsorption of L-arginine in the rat proximal tubule can be inhibited by cycloleucine and some L-arginine derivatives with the structure -OOC -- CH (N+H3) -- (CH2)x -- N+H (R1) -- R2, where x is 3 to 4 and R1 and R2 permit ionization of the vicinal nitrogen."
L-cysteine,L-cysteine does not inhibit the reabsorption of L-arginine in the rat proximal tubule.,Entity: L-cysteine. SMILES: N[C@@H](CS)C(=O)O. L-cysteine does not inhibit the reabsorption of L-arginine in the rat proximal tubule.
L-homoserine,L-homoserine does not inhibit the reabsorption of L-arginine in the rat proximal tubule.,Entity: L-homoserine. SMILES: N[C@@H](CCO)C(=O)O. L-homoserine does not inhibit the reabsorption of L-arginine in the rat proximal tubule.
L-phenylalanine,L-phenylalanine shares a reabsorption mechanism with L-methionine and L-iso-leucine in the rat proximal tubule.,Entity: L-phenylalanine. SMILES: N[C@@H](Cc1ccccc1)C(=O)O. L-phenylalanine shares a reabsorption mechanism with L-methionine and L-iso-leucine in the rat proximal tubule.
ouabain,"Ouabain reduces L-alanine accumulation in rat renal proximal tubuli, indicating inhibition of the Na+ carrier involved in L-alanine transport.","Entity: ouabain. SMILES: C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O. Ouabain reduces L-alanine accumulation in rat renal proximal tubuli, indicating inhibition of the Na+ carrier involved in L-alanine transport."
p-hydroxymercuribenzoate,"p-hydroxymercuribenzoate completely abolishes L-alanine accumulation in rat renal proximal tubuli, indicating inhibition of the Na+ carrier responsible for L-alanine transport.","Entity: p-hydroxymercuribenzoate. SMILES: O.O=C([O-])c1ccc([Hg])cc1. p-hydroxymercuribenzoate completely abolishes L-alanine accumulation in rat renal proximal tubuli, indicating inhibition of the Na+ carrier responsible for L-alanine transport."
glucose,"Glucose is produced in rat renal proximal tubuli at 37°C during incubation, with production being reduced to less than half compared to 37°C when the temperature is lowered to 27°C.","Entity: glucose. SMILES: O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO. Glucose is produced in rat renal proximal tubuli at 37°C during incubation, with production being reduced to less than half compared to 37°C when the temperature is lowered to 27°C."
L-alanine,"L-alanine accumulates in rat renal proximal tubuli at 37°C when the Na+ concentration gradient between extracellular and intracellular spaces is maintained, with accumulation being reduced by 2,4-dinitrophenol, antimycin A, ouabain, and p-hydroxymercuribenzoate, and completely abolished when the Na+ gradient is reversed.","Entity: L-alanine. SMILES: C[C@H](N)C(=O)O. L-alanine accumulates in rat renal proximal tubuli at 37°C when the Na+ concentration gradient between extracellular and intracellular spaces is maintained, with accumulation being reduced by 2,4-dinitrophenol, antimycin A, ouabain, and p-hydroxymercuribenzoate, and completely abolished when the Na+ gradient is reversed."
L-alanine,L-alanine accumulation in rat renal proximal tubuli is a direct function of the energy provided by the Na+ concentration gradient and is mediated by a carrier that can be inhibited by sulfhydryl group reagents such as p-hydroxymercuribenzoate.,Entity: L-alanine. SMILES: C[C@H](N)C(=O)O. L-alanine accumulation in rat renal proximal tubuli is a direct function of the energy provided by the Na+ concentration gradient and is mediated by a carrier that can be inhibited by sulfhydryl group reagents such as p-hydroxymercuribenzoate.
oxygen,Oxygen is an energy-yielding substrate whose uptake and consumption are studied in isolated rat kidney tubules at various low temperatures to assess its influence on metabolic performance during kidney preservation.,Entity: oxygen. SMILES: [O]. Oxygen is an energy-yielding substrate whose uptake and consumption are studied in isolated rat kidney tubules at various low temperatures to assess its influence on metabolic performance during kidney preservation.
sodium,"The ouabain-sensitive sodium pump, which accounts for 50% of sodium transport in the perfused kidney, has a Na+/O2 ratio of 34.5 or a Na+/ATP ratio of 5.8.","Entity: sodium. SMILES: [Na]. The ouabain-sensitive sodium pump, which accounts for 50% of sodium transport in the perfused kidney, has a Na+/O2 ratio of 34.5 or a Na+/ATP ratio of 5.8."
sodium,Na-K-ATP-ase activity accounts for 15% of renal oxygen uptake and 15% of renal sodium transport.,Entity: sodium. SMILES: [Na]. Na-K-ATP-ase activity accounts for 15% of renal oxygen uptake and 15% of renal sodium transport.
glutamine,"Glutamine is oxidized at a low rate in the kidney, which is consistent with limited sodium transport.","Entity: glutamine. SMILES: NC(=O)CC[C@H](N)C(=O)O. Glutamine is oxidized at a low rate in the kidney, which is consistent with limited sodium transport."
glucose,"The rate of glucose oxidation in the kidney closely matches the expected rate, indicating efficient glucose utilization.","Entity: glucose. SMILES: O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO. The rate of glucose oxidation in the kidney closely matches the expected rate, indicating efficient glucose utilization."
oxygen,"Renal oxygen uptake is primarily driven by sodium transport (30%) and Na-K-ATP-ase activity (15%), with the remainder used for other processes such as hydrogen ion secretion.","Entity: oxygen. SMILES: [O]. Renal oxygen uptake is primarily driven by sodium transport (30%) and Na-K-ATP-ase activity (15%), with the remainder used for other processes such as hydrogen ion secretion."
ouabain,"Ouabain does not prevent an increase in respiration caused by increased filtered potassium load, indicating it does not block potassium secretion.","Entity: ouabain. SMILES: C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O. Ouabain does not prevent an increase in respiration caused by increased filtered potassium load, indicating it does not block potassium secretion."
sodium,Sodium transport in the perfused kidney accounts for approximately 30% of total renal oxygen uptake.,Entity: sodium. SMILES: [Na]. Sodium transport in the perfused kidney accounts for approximately 30% of total renal oxygen uptake.
lead hydroxide phosphate,Lead hydroxide phosphate localizes as electron-dense granules in the cell walls and in vesicles associated with dictyosomes of oat coleoptile segments after lead treatment.,Entity: lead hydroxide phosphate. SMILES: O=P([O-])([O-])[O-].O[Pb+3]O. Lead hydroxide phosphate localizes as electron-dense granules in the cell walls and in vesicles associated with dictyosomes of oat coleoptile segments after lead treatment.
methanol,"Methanol is used in combination with chloroform for delipidization of lipoproteins and as an elution solvent for cholesteryl ester, triacylglycerol, unesterified cholesterol, and phospholipid fractions in lipid analysis.","Entity: methanol. SMILES: CO. Methanol is used in combination with chloroform for delipidization of lipoproteins and as an elution solvent for cholesteryl ester, triacylglycerol, unesterified cholesterol, and phospholipid fractions in lipid analysis."
